priority,category,stage,filename,current_path,git_status,historical_commit,historical_path,size,sha256,description,why_yifeng_needs_it,already_on_github,safe_to_copy,notes
"SHOULD_TAKE","LOCAL_ONLY","10-12","compile_rruff301_report.py","E:\AI4science\tmp\compile_rruff301_report.py","ignored","","","14984","6C61916629190F01A688E9E4CCE78CDB0E9FA5F30FF3FB00380B2BB49B02842E","301 report aggregation草稿脚本","保留历史汇总逻辑与错误线索","NO","NO_UNTIL_REVIEW","INVALIDATED_AS_IS; hardcoded v1 deltas 70/75 and 36150"
"MUST_TAKE","LOCAL_ONLY","2","run_rruff70_fewshot_v2.py","E:\AI4science\tmp\run_rruff70_fewshot_v2.py","ignored","385cbbc9e1897e73f0828ca589e279edcf17bf75","xrd_robustness/scripts/run_rruff70_fewshot_adaptation.py","8119","7F592DA5FD06AB26BB69D7441C2EA8ECD8F6D8BBDF58BEBF8AA8D6CD9488B415","RRUFF-70 v2 exploratory runner","实际 exploratory 执行代码","YES_IDENTICAL_HISTORY","YES","EXPLORATORY; exact SHA matches historical official runner"
"SHOULD_TAKE","LOCAL_ONLY","2","run_rruff70_fewshot.py","E:\AI4science\tmp\run_rruff70_fewshot.py","ignored","","","7659","76A64543C14440A0A4EFA67692AD48B40A10A8873248A33D0AF913A81FA2CF12","更早 RRUFF-70 runner","调试/版本史","NO","YES","EXPLORATORY; superseded"
"MUST_TAKE","LOCAL_ONLY","2","analyze_fewshot.py","E:\AI4science\tmp\analyze_fewshot.py","ignored","385cbbc9e1897e73f0828ca589e279edcf17bf75","xrd_robustness/scripts/analyze_fewshot_results.py","7658","950214C0FB6750335DD7860F42F2126427C3156E688BBA84525335390D8E978B","RRUFF-70 paired aggregation","恢复 exploratory 统计","YES_IDENTICAL_HISTORY","YES","EXPLORATORY; exact SHA matches historical blob"
"MUST_TAKE","LOCAL_ONLY","1","run_pipeline_smoke_test.py","E:\AI4science\tmp\run_pipeline_smoke_test.py","ignored","","","4563","5681C195129A47EC97252D4B282A898279DADB42629569F67996B5A2B0F733CD","35-sample diagnostic runner","恢复 broad zero-shot pipeline","NO","YES","HISTORICAL_VALID diagnostic-only"
"REFERENCE_ONLY","LOCAL_ONLY","1-5","audit_rruff_collection_expansion.cpython-311.pyc","E:\AI4science\xrd_robustness\scripts\__pycache__\audit_rruff_collection_expansion.cpython-311.pyc","ignored compiled cache","","","13344","0E9E81D1372E6CF7C4C455CE0C372422F4D86156F85BCFAB4ED4ACD13C92B949","compiled-only collection expansion trace","证明相应源码曾执行过的弱线索","NO","NO_SOURCE_PREFERRED","PYC_ONLY; authoritative source recoverable from Git history"
"REFERENCE_ONLY","LOCAL_ONLY","1","build_rruff_pipeline_test.cpython-311-pytest-9.1.1.pyc","E:\AI4science\xrd_robustness\scripts\__pycache__\build_rruff_pipeline_test.cpython-311-pytest-9.1.1.pyc","ignored compiled cache","","","15049","C7C663716E196B96DA3843B2644124532F6B2AA08C4B97D985DCC5E89F9F8201","compiled-only pipeline builder test trace","弱执行线索","NO","NO_SOURCE_PREFERRED","PYC_ONLY; source recoverable from Git history"
"REFERENCE_ONLY","LOCAL_ONLY","1-5","build_rruff350.cpython-311.pyc","E:\AI4science\xrd_robustness\scripts\__pycache__\build_rruff350.cpython-311.pyc","ignored compiled cache","","","44903","1A47E5B6749D2AF021ADD8DF1480AAF426C7A0318137F767B5B105AB2CB9076A","compiled-only RRUFF-350 builder trace","弱执行线索","NO","NO_SOURCE_PREFERRED","PYC_ONLY; source recoverable from Git history"
"REFERENCE_ONLY","LOCAL_ONLY","5;10","run_rruff301_retrospective_replay.cpython-311.pyc","E:\AI4science\xrd_robustness\scripts\__pycache__\run_rruff301_retrospective_replay.cpython-311.pyc","ignored compiled cache","","","7202","833E4806AC7C56A5D04AA01C8B54F17215B4C56A0E4EF2AFA07D8295E4358920","compiled-only post-hoc replay runner trace","弱执行线索","NO","NO_SOURCE_PREFERRED","PYC_ONLY; post-hoc source recoverable from Git history"
"REFERENCE_ONLY","LOCAL_ONLY","5;10","rruff301_replay.cpython-311.pyc","E:\AI4science\xrd_robustness\src\xrd_robustness\evaluation\__pycache__\rruff301_replay.cpython-311.pyc","ignored compiled cache","","","56628","3CD3E1B2903923F9263C395583272DD2F67F7FBD1B0829BBCE98C8AE2A20B033","compiled-only post-hoc replay module trace","弱执行线索","NO","NO_SOURCE_PREFERRED","PYC_ONLY; post-hoc source recoverable from Git history"
"REFERENCE_ONLY","LOCAL_ONLY","5;10","test_rruff301_retrospective_replay.cpython-311-pytest-9.1.1.pyc","E:\AI4science\xrd_robustness\tests\evidence\__pycache__\test_rruff301_retrospective_replay.cpython-311-pytest-9.1.1.pyc","ignored compiled cache","","","21515","E16655C6FA3BEB1B8405E1562117054CC9797824BECEBBF3A299F69C09063FEB","compiled-only evidence test trace","弱执行线索","NO","NO_SOURCE_PREFERRED","PYC_ONLY; source recoverable from Git history"
"REFERENCE_ONLY","LOCAL_ONLY","1-5","test_rruff_collection_expansion.cpython-311-pytest-9.1.1.pyc","E:\AI4science\xrd_robustness\tests\__pycache__\test_rruff_collection_expansion.cpython-311-pytest-9.1.1.pyc","ignored compiled cache","","","9936","C8D790362ABF0D74B3BB4DE15221ACFAD67247668D8489083513CB1BC590C555","compiled-only expansion test trace","弱执行线索","NO","NO_SOURCE_PREFERRED","PYC_ONLY; source recoverable from Git history"
"REFERENCE_ONLY","LOCAL_ONLY","5;10","test_rruff301_retrospective_replay.cpython-311-pytest-9.1.1.pyc","E:\AI4science\xrd_robustness\tests\__pycache__\test_rruff301_retrospective_replay.cpython-311-pytest-9.1.1.pyc","ignored compiled cache","","","21506","BDCEA7F7521125E86AF5F13BAC1B4098F3470175601643149B9F0B6D762140E6","compiled-only earlier replay test trace","弱执行线索","NO","NO_SOURCE_PREFERRED","PYC_ONLY; source recoverable from Git history"
"REFERENCE_ONLY","LOCAL_ONLY","1-5","test_rruff350_builder.cpython-311-pytest-9.1.1.pyc","E:\AI4science\xrd_robustness\tests\__pycache__\test_rruff350_builder.cpython-311-pytest-9.1.1.pyc","ignored compiled cache","","","14276","6318B1BD29059C9E9B68F53B7902E4CB7D3E110CBA9465AAE7B043052EB84330","compiled-only RRUFF-350 test trace","弱执行线索","NO","NO_SOURCE_PREFERRED","PYC_ONLY; source recoverable from Git history"
"SHOULD_TAKE","LOCAL_ONLY","13","p6_rruff_fewshot_20260828 directory","E:\AI4science\.codex_tmp\p6_rruff_fewshot_20260828","untracked directory","","","327885","TREE_SHA256:87B6BED14E977F84AB75D9F28BB95D9198D8B1A94A41A7511344FED973C9D6D5","RRUFF few-shot slide-6 edit/QA bundle","保存汇报叙事迭代线索","NO","YES","REPORT_QA_ONLY; not experiment evidence; collection row"
"SHOULD_TAKE","LOCAL_ONLY","13","p6_rruff_reframe_20260828 directory","E:\AI4science\.codex_tmp\p6_rruff_reframe_20260828","untracked directory","","","701654","TREE_SHA256:F3D27BC5D921E877412EDD2BB8543256242594717C5ADA1547AF1FF6BD8B64A3","RRUFF reframe slide-6 edit/QA bundle","保存问题重构叙事线索","NO","YES","REPORT_QA_ONLY; not experiment evidence; collection row"
"SHOULD_TAKE","LOCAL_ONLY","13","如何讲清楚你的XRD项目_讲解指南.md","E:\AI4science\docs\presentation_materials\如何讲清楚你的XRD项目_讲解指南.md","untracked","","","14048","CA288A0908B8CE70D09B53D73C2DE25F94B8EB8D8D0BB3A74273471A8D341962","旧项目讲解指南","申请面试表达参考","NO","YES_AFTER_SCIENTIFIC_REVIEW","HISTORICAL_VALID narrative; attribution需对齐当前provenance"
"SHOULD_TAKE","LOCAL_ONLY","13","project_brief_for_TanQi.md","E:\AI4science\docs\presentation_materials\project_brief_for_TanQi.md","untracked","","","2654","A247C6E6BBAF7341DFFB93C178ABC342EB654CD441E23127417BFBB7CF80DEB0","旧项目简报","叙事压缩参考","NO","YES_AFTER_SCIENTIFIC_REVIEW","DRAFT"
"MUST_TAKE","ALREADY_ON_GITHUB","3","2026-07-24_RRUFF_FEWSHOT_ADAPTATION.md","","deleted_from_current_tree; reachable_history","5e624f0b7a74655e8be841d70c8f06d81c426f34","00_project_context/decisions/2026-07-24_RRUFF_FEWSHOT_ADAPTATION.md","3318","D923D93E0690C9E0B7B1577AD7BB032D10C694C37036CDC0FD47CDA3AD709E55","zero-shot转few-shot决策","申请叙事与研究设计起点","YES_HISTORY","YES","HISTORICAL_VALID"
"MUST_TAKE","ALREADY_ON_GITHUB","3-5","real_adaptation.v9.method_transfer.json","","deleted_from_current_tree; reachable_history","5e624f0b7a74655e8be841d70c8f06d81c426f34","xrd_robustness/configs/real_adaptation.v9.method_transfer.json","5967","ED8AF645F914DBF77C55C4789FF809A6B1C41A62C726812AB7A1DA9458E5B7A8","historical method-transfer config","恢复 label-efficiency 设计参数","YES_HISTORY","YES","HISTORICAL_VALID"
"MUST_TAKE","ALREADY_ON_GITHUB","3-5","V9_REAL_FEWSHOT_ADAPTATION_PROTOCOL.md","","deleted_from_current_tree; reachable_history","5e624f0b7a74655e8be841d70c8f06d81c426f34","xrd_robustness/docs/V9_REAL_FEWSHOT_ADAPTATION_PROTOCOL.md","7471","97E9D91F8FE8F0AB81CCA4A62F3B1F51F026D74DAFD4D5402CDCEBF038D806ED","historical few-shot protocol","恢复真实域适配执行边界","YES_HISTORY","YES","HISTORICAL_VALID"
"SHOULD_TAKE","ALREADY_ON_GITHUB","1-5","CODEX_HANDOFF_REAL_ADAPTATION_ADDENDUM.md","","deleted_from_current_tree; reachable_history","2cb656c0a1dd32ac4aa7aabfeb1ca1c747242c35","xrd_robustness/CODEX_HANDOFF_REAL_ADAPTATION_ADDENDUM.md","4081","D9FEB9E1798980B5B803D3687ECE8EF4D5BF38B43B1EBDFDE7C3CE0935CE7E4E","当时 real-adaptation handoff补充","历史执行上下文","YES_HISTORY","YES","HISTORICAL_VALID"
"MUST_TAKE","ALREADY_ON_GITHUB","1","rruff_pipeline_smoke_test_20260806.md","","deleted_from_current_tree; reachable_history","2cb656c0a1dd32ac4aa7aabfeb1ca1c747242c35","xrd_robustness/reports/rruff_pipeline_smoke_test_20260806.md","5137","DE98F518B9FE9B48ED700C90D86EF09539B078A07BF54E0FAA12D7D011245D7F","35-sample pipeline diagnostic report","Stage 1 唯一独立历史报告","YES_HISTORY","YES","HISTORICAL_VALID diagnostic-only"
"SHOULD_TAKE","ALREADY_ON_GITHUB","1-5","rruff350_build_audit.json","","deleted_from_current_tree; reachable_history","2cb656c0a1dd32ac4aa7aabfeb1ca1c747242c35","xrd_robustness/reports/rruff350_build_audit.json","2059","662C40C4CE1686270796EE637197DD57FEAAF804FD4D6030F48FE4EAEDB1F6BC","350 collection build audit","数据构建溯源","YES_HISTORY","YES","HISTORICAL_VALID"
"SHOULD_TAKE","ALREADY_ON_GITHUB","1-5","rruff371_build_audit.json","","deleted_from_current_tree; reachable_history","2cb656c0a1dd32ac4aa7aabfeb1ca1c747242c35","xrd_robustness/reports/rruff371_build_audit.json","2059","B548EDB539C246C5E1BD25A1D305117632E17C5C661703B83E97EF5C465E409E","371 collection build audit","数据构建溯源","YES_HISTORY","YES","HISTORICAL_VALID"
"SHOULD_TAKE","ALREADY_ON_GITHUB","1-5","rruff371_expansion_audit.json","","deleted_from_current_tree; reachable_history","2cb656c0a1dd32ac4aa7aabfeb1ca1c747242c35","xrd_robustness/reports/rruff371_expansion_audit.json","5257","87FE7A3A4AC40898B530772A99521A4EDA6D1022A2A44B02F830817C06213A0C","350到371 expansion audit","说明样本扩展边界","YES_HISTORY","YES","HISTORICAL_VALID"
"SHOULD_TAKE","ALREADY_ON_GITHUB","3-5","v9_real_adaptation_contract_audit.json","","deleted_from_current_tree; reachable_history","2cb656c0a1dd32ac4aa7aabfeb1ca1c747242c35","xrd_robustness/reports/v9_real_adaptation_contract_audit.json","2296","5D94414704F9F6955F9997122B39C60116F59AA11588B9967FD05D8EF5C14119","real-adaptation contract audit","恢复冻结设计 QA","YES_HISTORY","YES","HISTORICAL_VALID"
"SHOULD_TAKE","ALREADY_ON_GITHUB","3-5","v9_real_adaptation_plan.json","","deleted_from_current_tree; reachable_history","2cb656c0a1dd32ac4aa7aabfeb1ca1c747242c35","xrd_robustness/reports/v9_real_adaptation_plan.json","115367","BA435A3617E9F0E70A2F91958860E8E337C58B96E6C3E176119A785872B4B876","historical adaptation run plan","恢复 episode与任务规划","YES_HISTORY","YES","HISTORICAL_VALID"
"SHOULD_TAKE","ALREADY_ON_GITHUB","1","build_rruff_pipeline_test.py","","deleted_from_current_tree; reachable_history","2cb656c0a1dd32ac4aa7aabfeb1ca1c747242c35","xrd_robustness/scripts/build_rruff_pipeline_test.py","11079","05BE9D7FD5D1EC79858B899E67A6340F37A1FC87905804D363FF130CBEB5411C","pipeline-test dataset builder","恢复 Stage 1 数据构建","YES_HISTORY","YES","HISTORICAL_VALID"
"MUST_TAKE","ALREADY_ON_GITHUB","5","rruff301_confirmatory_fewshot.preregistered.json","","deleted_from_current_tree; reachable_history","385cbbc9e1897e73f0828ca589e279edcf17bf75","xrd_robustness/configs/rruff301_confirmatory_fewshot.preregistered.json","7579","BE7D320088ED8E5FA6C2EE8F37C2B19E49C122C91AC171A7DA61B78F6F8589D9","RRUFF-301 preregistration","证明 K/seed/split/primary metric事先冻结","YES_HISTORY","YES","HISTORICAL_VALID; original episode_plan.csv missing"
"MUST_TAKE","ALREADY_ON_GITHUB","2-4","rruff70_complete_report_20260806.md","","deleted_from_current_tree; reachable_history","385cbbc9e1897e73f0828ca589e279edcf17bf75","xrd_robustness/reports/rruff70_complete_report_20260806.md","9149","D1428B79FC47575C52D1A3F54788E7D9FE47322EE057CDFBBF4AF62FC3485415","RRUFF-70 complete exploratory report","解释为何提出301与monoclinic假设","YES_HISTORY","YES","EXPLORATORY"
"MUST_TAKE","ALREADY_ON_GITHUB","2","rruff70_fewshot_paired_20260806.csv","","deleted_from_current_tree; reachable_history","385cbbc9e1897e73f0828ca589e279edcf17bf75","xrd_robustness/reports/rruff70_fewshot_paired_20260806.csv","5939","888FFD122B7B573FDED09B0FF24A212C373E628EEAD9F0F9DB43BBBEE049DB9D","historical RRUFF-70 paired summary","锁定早期 paired evidence","YES_HISTORY","YES","EXPLORATORY"
"MUST_TAKE","ALREADY_ON_GITHUB","2","rruff70_fewshot_results_20260806.json","","deleted_from_current_tree; reachable_history","385cbbc9e1897e73f0828ca589e279edcf17bf75","xrd_robustness/reports/rruff70_fewshot_results_20260806.json","67650","8E4D989B67A84A3E661792240DE57CD0119D8EBD8936485058A14FDA2D3B485D","historical RRUFF-70 result JSON","恢复早期结果版本","YES_HISTORY","YES","EXPLORATORY"
"SHOULD_TAKE","ALREADY_ON_GITHUB","2","rruff70_fixed200_paired_20260806.csv","","deleted_from_current_tree; reachable_history","385cbbc9e1897e73f0828ca589e279edcf17bf75","xrd_robustness/reports/rruff70_fixed200_paired_20260806.csv","3715","0E285FDE952746479B7B2609C6C112BEB8E08313607DFC5FF4B0FF790E63BD3B","historical fixed200 paired summary","exploratory sensitivity","YES_HISTORY","YES","EXPLORATORY"
"SHOULD_TAKE","ALREADY_ON_GITHUB","2","rruff70_fixed200_results_20260806.json","","deleted_from_current_tree; reachable_history","385cbbc9e1897e73f0828ca589e279edcf17bf75","xrd_robustness/reports/rruff70_fixed200_results_20260806.json","48037","C935E8A4E88536A1C7005B9BA477A00282D13C0DF2A835FC70B99F10D141FB4C","historical fixed200 results","exploratory sensitivity","YES_HISTORY","YES","EXPLORATORY"
"MUST_TAKE","ALREADY_ON_GITHUB","2","analyze_fewshot_results.py","","deleted_from_current_tree; reachable_history","385cbbc9e1897e73f0828ca589e279edcf17bf75","xrd_robustness/scripts/analyze_fewshot_results.py","7658","950214C0FB6750335DD7860F42F2126427C3156E688BBA84525335390D8E978B","historical exploratory aggregation","恢复配对统计","YES_HISTORY","YES","EXPLORATORY; exact local copy exists"
"MUST_TAKE","ALREADY_ON_GITHUB","2","run_rruff70_fewshot_adaptation.py","","deleted_from_current_tree; reachable_history","385cbbc9e1897e73f0828ca589e279edcf17bf75","xrd_robustness/scripts/run_rruff70_fewshot_adaptation.py","8119","7F592DA5FD06AB26BB69D7441C2EA8ECD8F6D8BBDF58BEBF8AA8D6CD9488B415","historical RRUFF-70 runner","恢复实际 exploratory 执行代码","YES_HISTORY","YES","EXPLORATORY; exact local copy exists"
"MUST_TAKE","ALREADY_ON_GITHUB","6-10","rruff301_confirmatory_full_report_20260807.md","","deleted_from_current_tree; reachable_history","24d8c8511bdea9df8b52cdf779b04420bebffafc","xrd_robustness/reports/rruff301_confirmatory_full_report_20260807.md","11172","DAB1B6AADD8E7ADA4F55C2239B856B529901FA03733BF13B42444EF09887155C","corrected v2 full report","恢复 v2执行结果与统计","YES_HISTORY","YES","HISTORICAL_VALID; current headline numbers由current JSON authority"
"MUST_TAKE","ALREADY_ON_GITHUB","11-12","rruff301_representation_analysis_20260807.md","","deleted_from_current_tree; reachable_history","24d8c8511bdea9df8b52cdf779b04420bebffafc","xrd_robustness/reports/rruff301_representation_analysis_20260807.md","10687","65D93BEB36B819A886BF2201970110F5DDC99D96BCA84D676FD049F18BE11EB8","per-class representation fix-break report","申请叙事和机制诊断核心","YES_HISTORY","YES","HISTORICAL_VALID; confidence是correctness-rate proxy"
"MUST_TAKE","ALREADY_ON_GITHUB","6-8","rruff301_v1_audit_trail_20260807.md","","deleted_from_current_tree; reachable_history","24d8c8511bdea9df8b52cdf779b04420bebffafc","xrd_robustness/reports/rruff301_v1_audit_trail_20260807.md","4406","161E0C13DD2CB3820D9BC837103B16EA3D22B3E5CCE4249B2C7F3AE5ECCEFEA4","v1 label bug and invalidation audit","证明主动发现问题并作废错误结果","YES_HISTORY","YES","INVALIDATED results; audit itself HISTORICAL_VALID"
"MUST_TAKE","ALREADY_ON_GITHUB","12-13","PROJECT_JOURNEY_CONTINUATION_20260807_20260808.md","","deleted_from_current_tree; reachable_history","1bf8a99d8e8ac4ad61c7509baef49abe55e8941a","00_project_context/PROJECT_JOURNEY_CONTINUATION_20260807_20260808.md","11082","E3B5D9B958DAD51D3A87E22019B54AA40E3473A6F6D6522A92BE52FE14AF3AF5","v2到evidence freeze旅程续篇","申请叙事高价值时间线","YES_HISTORY","YES","HISTORICAL_VALID"
"MUST_TAKE","ALREADY_ON_GITHUB","12","EVIDENCE_FREEZE_V1_20260808.md","","deleted_from_current_tree; reachable_history","1bf8a99d8e8ac4ad61c7509baef49abe55e8941a","00_project_context/EVIDENCE_FREEZE_V1_20260808.md","11872","65D305210653A28D00E046E52DD836E999E95DA83A50E66CF648753DD7827DB1","RRUFF evidence freeze","证明结论冻结与治理边界","YES_HISTORY","YES","HISTORICAL_VALID"
"MUST_TAKE","ALREADY_ON_GITHUB","12-13","DECISION_LOG_20260813.md","","deleted_from_current_tree; reachable_history","1eab4d59c06f9942e4e800555542651d7fbf3422","00_project_context/DECISION_LOG_20260813.md","1689","DF38EB51836983B22F2CFD275BE50C7B371B1945A9007DA23273EE5D80C67DF6","corrected rerun priority decision","解释为何不继续重复RRUFF-301","YES_HISTORY","YES","HISTORICAL_VALID corrected version"
"MUST_TAKE","ALREADY_ON_GITHUB","5-12","rruff301_existing_artifact_lineage_audit.json","","deleted_from_current_tree; reachable_history","f36be82b2a0b5fd3c58ec87a58fa6e3ba839f217","xrd_robustness/reports/rruff301_existing_artifact_lineage_audit.json","9832","5B8E2B496C46741346896C1301D70F783F3E3236A4A23B10765DB0D6BD04FB6F","strict artifact lineage audit","区分可核验metrics与缺失治理链","YES_HISTORY","YES","HISTORICAL_VALID; confirmatory_claim_supported false不否定已核验performance"
"SHOULD_TAKE","ALREADY_ON_GITHUB","5;10","rruff301_retrospective_replay.v1.json","","deleted_from_current_tree; reachable_history","512b05fff6bc4cb0def7d3a284720f6f7fc1d83a","xrd_robustness/configs/rruff301_retrospective_replay.v1.json","9259","CCD14167375B31A58040F35834B7FF4F58034371561ABED7666858AC6B5EF0CF","post-hoc replay contract","帮助恢复support assignment但不冒充prereg","YES_HISTORY","YES","POST_HOC_RECONSTRUCTION"
"MUST_TAKE","ALREADY_ON_GITHUB","5;10","rruff301_retrospective_replay_episode_plan.json","","deleted_from_current_tree; reachable_history","512b05fff6bc4cb0def7d3a284720f6f7fc1d83a","xrd_robustness/reports/rruff301_retrospective_replay_episode_plan.json","183133","DF0F888BB318FDE393C8BF04D9FB6372EC5F33260B57F3DDA74452B6B19D8A13","15 episodes 280 support assignments的事后计划","当前唯一可恢复的support-ID候选","YES_HISTORY","YES","POST_HOC_RECONSTRUCTION_NOT_ORIGINAL_PREREG_PLAN; generated_not_authorized"
"SHOULD_TAKE","ALREADY_ON_GITHUB","5;10","run_rruff301_retrospective_replay.py","","deleted_from_current_tree; reachable_history","512b05fff6bc4cb0def7d3a284720f6f7fc1d83a","xrd_robustness/scripts/run_rruff301_retrospective_replay.py","5094","2BCA5DC75C117557050CCEA6AE6EE37F1E271D269E83E0BA060A96DA6AB1EBFC","post-hoc replay runner","帮助重建支持样本计划","YES_HISTORY","YES","POST_HOC_RECONSTRUCTION"
"SHOULD_TAKE","ALREADY_ON_GITHUB","5;10","rruff301_replay.py","","deleted_from_current_tree; reachable_history","512b05fff6bc4cb0def7d3a284720f6f7fc1d83a","xrd_robustness/src/xrd_robustness/evaluation/rruff301_replay.py","39492","FBF2CE8931A87A426EAD7AB705E9E29F56FD9736C3012B95DFF778EA2C755D04","post-hoc replay module","重建 episode/support 逻辑","YES_HISTORY","YES","POST_HOC_RECONSTRUCTION"
"SHOULD_TAKE","ALREADY_ON_GITHUB","5;10","test_rruff301_retrospective_replay.py","","deleted_from_current_tree; reachable_history","512b05fff6bc4cb0def7d3a284720f6f7fc1d83a","xrd_robustness/tests/evidence/test_rruff301_retrospective_replay.py","13170","1015E9ABA09DFEEED59C097CD565B38B4EE78F380BEEDEBAB50313C60E7E1D08","post-hoc replay tests","验证重建逻辑边界","YES_HISTORY","YES","POST_HOC_RECONSTRUCTION"
"REFERENCE_ONLY","ALREADY_ON_GITHUB","5-12","formal_14060.py","E:\AI4science\xrd_robustness\src\xrd_robustness\formal_14060.py","tracked_clean","dc6c874adcb4a8197e42c3187266573a9d3cafa0","xrd_robustness/src/xrd_robustness/formal_14060.py","6469","E80B07621220C1700301D7FFD48D36E87248717AF372D5DE3ED5C168D74CBA13","共享simulator/formal dataset核心","RRUFF依赖pretrained representation背景","YES_CURRENT_MAIN","NO_REFERENCE_ONLY","非Yifeng独立模块"
"REFERENCE_ONLY","ALREADY_ON_GITHUB","5-12","dynamic_pair_dataset.py","E:\AI4science\xrd_robustness\src\xrd_robustness\dynamic_pair_dataset.py","tracked_clean","dc6c874adcb4a8197e42c3187266573a9d3cafa0","xrd_robustness/src/xrd_robustness/dynamic_pair_dataset.py","5527","2426E0B0A0B8478467EE7FFE45B6B56A04E5A0F2464363D70D7E21B8CF08F216","共享Dynamic数据管线","RRUFF models来自共同训练主线","YES_CURRENT_MAIN","NO_REFERENCE_ONLY","非Yifeng独立模块"
"REFERENCE_ONLY","ALREADY_ON_GITHUB","5-12","objectives.py","E:\AI4science\xrd_robustness\src\xrd_robustness\training\objectives.py","tracked_clean","49b5c8f96d6a7c6fadf085505ec23599feafb1bb","xrd_robustness/src/xrd_robustness/training/objectives.py","3605","5E806598A6EDF7B586988EA0EFED2B0FB59D0E932D157E2A4D9C6B488E601EC5","Dynamic ERM/JS objectives","RRUFF比较方法的共享实现","YES_CURRENT_MAIN","NO_REFERENCE_ONLY","非Yifeng独立方法贡献"
"REFERENCE_ONLY","ALREADY_ON_GITHUB","5-12","runner.py","E:\AI4science\xrd_robustness\src\xrd_robustness\training\runner.py","tracked_clean","49b5c8f96d6a7c6fadf085505ec23599feafb1bb","xrd_robustness/src/xrd_robustness/training/runner.py","15329","10EE407F613367FCF4EEC9772DA9940051E6138BE7177A528DC3F389E2E744D2","共享训练runner","pretraining依赖","YES_CURRENT_MAIN","NO_REFERENCE_ONLY","非Yifeng独立模块"
"REFERENCE_ONLY","ALREADY_ON_GITHUB","5-12","ml4pxrd_resnet1d.py","E:\AI4science\xrd_robustness\src\xrd_robustness\models\ml4pxrd_resnet1d.py","tracked_clean","4ef0356a04df8d042c2a63c3192bfe44cd6e1c1e","xrd_robustness/src/xrd_robustness/models/ml4pxrd_resnet1d.py","11316","59D91CB259ECEBA876592E684F602B220F389AF25D485A43CC7F71A05CA51EB7","共享pretrained backbone","RRUFF adaptation模型结构依赖","YES_CURRENT_MAIN","NO_REFERENCE_ONLY","非Yifeng独立模块"
"REFERENCE_ONLY","ALREADY_ON_GITHUB","5-13","run_simulated_test.py","E:\AI4science\xrd_robustness\scripts\run_simulated_test.py","tracked_clean","d6283cf230277e71e82d82fb53f2adc0173c05b5","xrd_robustness/scripts/run_simulated_test.py","30139","7F54CD568C91905D86D4523B9FAF19526D6018FDD7628EBBEFC9EB23B2527CD6","共享simulated-Test执行主线","checkpoint/pretrained seed来源背景","YES_CURRENT_MAIN","NO_REFERENCE_ONLY","非Yifeng独立模块"
"REFERENCE_ONLY","ALREADY_ON_GITHUB","5-13","simulated_test_results.json","E:\AI4science\xrd_robustness\reports\simulated_test_results.json","tracked_clean","4800088780626f179fd473efde504ead0809c9ad","xrd_robustness/reports/simulated_test_results.json","6643","421F931E13BA090C6C896DDC689BB074E82E9F5FB15C8FB2FB75944D8261C69B","共享simulated-OOD结果","解释pretrained model selection背景","YES_CURRENT_MAIN","NO_REFERENCE_ONLY","非RRUFF个人模块"
"REFERENCE_ONLY","ALREADY_ON_GITHUB","13","real.cnrs318.zero_shot.frozen.json","E:\AI4science\xrd_robustness\configs\real.cnrs318.zero_shot.frozen.json","tracked_clean","bac5b79ef0d52e0aaf15805d7c5b8d094be23841","xrd_robustness/configs/real.cnrs318.zero_shot.frozen.json","2987","06442F2BCAFAB533BCDB5CDA815F7D0C9A94A14C074471FA8E37B748D0C4E217","CNRS frozen config","独立real-domain zero-shot背景","YES_CURRENT_MAIN","NO_REFERENCE_ONLY","非RRUFF个人模块"
"REFERENCE_ONLY","ALREADY_ON_GITHUB","13","run_cnrs318_zero_shot.py","E:\AI4science\xrd_robustness\scripts\run_cnrs318_zero_shot.py","tracked_clean","4800088780626f179fd473efde504ead0809c9ad","xrd_robustness/scripts/run_cnrs318_zero_shot.py","11421","52B8370FD57977DB15C28D1F7A484E2511ADC9E90AE30C7568EAD3F16DE5ACEC","CNRS runner","证据三角验证背景","YES_CURRENT_MAIN","NO_REFERENCE_ONLY","非RRUFF个人模块"
"REFERENCE_ONLY","ALREADY_ON_GITHUB","13","CNRS_318_RESULTS.md","E:\AI4science\xrd_robustness\reports\CNRS_318_RESULTS.md","tracked_clean","4800088780626f179fd473efde504ead0809c9ad","xrd_robustness/reports/CNRS_318_RESULTS.md","8269","6A5E411097745DE574C727D52619456A4B3C97433C1C19BEDF1D6BE50B5BBCD5","CNRS real-domain结果","区分RRUFF label-efficiency与CNRS zero-shot角色","YES_CURRENT_MAIN","NO_REFERENCE_ONLY","非RRUFF个人模块"
"REFERENCE_ONLY","LOCAL_ONLY","5-12","simulated_test_checkpoints/checkpoints directory","E:\AI4science\xrd_robustness\outputs\simulated_test_checkpoints\checkpoints","ignored directory; 10 checkpoint files","","","1561824960","COLLECTION:SEE metadata/checkpoints.sha256","5 ERM + 5 JS shared pretrained weights","RRUFF future rerun的模型依赖","NO","NO_REFERENCE_ONLY","约1.455GiB; 超过1GB; 非Yifeng独立模块; hashes verified"
